Gene ID	UniProt Accession	
31	Q7Z564; B2ZZ90; Q13085; B2RP68; Q7Z561; Q86WB3; Q6KEV6; Q7Z2G8; Q7Z563; Q7Z5W8; Q6XDA8; Q86WB2; A0A024R0Y2	
3101	A0A024R7R1; P52790; Q8N1E7	
314	O00120; A5PKW2; Q9UNY0; O75106; O75105; Q4TTW5	
3141	P50747; Q99451; B2RAH1; D3DSG6	
3145	G3V1P4; P08396; P08397; G5EA58; A8K2L0; Q16012	
3155	B4DUP4; B7UCC6; Q6IBC0; Q96FP8; D3Y5K7; P35914	
3156	B7Z3Y9; Q8N190; A0A024RAP2; P04035	
3157	A0A024R059; Q01581; B2RDL8; Q5XJ04	
3158	D3Y5K6; A0A140VJL2; B7Z8R3; Q5SZU2; Q6IBF4; P54868	
316	Q53RR8; Q53TV3; Q06278; O14765; Q9BYF0; Q9UPG6	
3162	Q6FH11; P09601	
3163	D3DUD5; O60605; A0A087WT44; P30519; I3L430; A8MT35; B3KSE0	
3176	P50135; Q9BRW6; Q546Z6; Q7Z7I2; Q8IU56; Q8WW98; B2R9J3	
3177	Q14542; B3KPY7; Q96R00; G5E943; Q96FB2; Q52M84; O43530; Q9UPE0	
318	D3DRM0; P50583; Q5T589	
32	O00763; Q16852; Q6KE89; A6NK36; Q6TY48; Q1HEC1; Q6KE87	
3242	Q13234; A8K461; B3KQ63; P32754	
3251	P00492; A6NHF0; A0A140VJL3; B2R8M9	
3283	P14060; Q14545; A8K691; Q8IV65	
3284	Q16010; Q6LDB9; Q6AI10; A0A024R0F9; Q99890; P26439; Q9UD08; A2RRA5; Q53GD4	
3290	P28845; X5D2L1; B2R9Z1; D3DT89	
3291	A7LB28; Q9UCW7; Q6P2G9; Q96QN8; Q9UC50; P80365; Q9UC51; Q9UCW5; Q9UCW8; C5HTY7; Q9UCW6; Q13194; Q8N439	
3292	A0A0A0MQS7; B3KXS1; Q2M2L8; P14061	
3293	Q6FH62; A0A0S2Z3V7; P37058; Q5U0Q6	
3294	P37059; B2R7T4	
3295	B3KSP2; E9PB82; G5E9S2; E7EWE5; B2R659; P51659; B4DVS5; F5HE57; B4DNV1; A0A0S2Z4J1	
33	P28330; Q8IUN8; B2R8T3	
3340	B7Z1Q0; E7EVJ3; A8K8T3; Q96E57; P52848	
335	Q6LDN9; P02647; Q6Q785; A0A024R3E3; Q9UCS8; Q9UCT8; A8K866	
337876	Q70JA7; Q86Y52; Q76L22; B2RP97	
338	Q59HB3; Q13785; Q13788; P04114; Q7Z600; Q13779; Q13786; Q13787; O00502; Q53QC8; Q7Z7Q0; Q4ZG63; Q9UMN0; P78479; P78480; P78481	
339221	Q6UWV6; Q6ZTS5; Q8IUS8	
34	Q5HYG7; B7Z9I1; B4DJE7; P11310; Q5T4U5; Q9NYF1; A0A0S2Z366; Q5T4U4	
340024	Q695T7; A8K446	
341	A0A024R0T8; P02654; Q6IB97; B2R526	
3417	Q6FHQ6; Q93090; V9HWJ2; O75874; Q9UKW8; Q567U4; Q7Z3V0; Q9NTJ9	
3418	B2R6L6; P48735; B4DFL2; Q96GT3; B4DSZ6	
3419	D3DW83; B4DJB4; Q9H3X0; B7Z9J8; P50213; E7EWD2	
341947	Q7Z4L0; Q495K7	
3420	O95106; Q9NQ07; Q9UEX0; A0A087X2E5; Q5JXS8; Q9NUZ0; Q9UG99; D3DVX2; D3DVX3; A0A087WZN1; Q9NQ06; O43837; B2RDR1	
3421	P51553; O15384; Q9BUU5; E9PDD5	
3422	Q32Q13; Q8WUX8; Q53GQ6; Q96IZ4; Q13907; Q86U81; B4E155; Q9BQ74	
3423	Q9BRM3; Q14604; B4DGD7; P22304; D3DWT4	
3425	B3KWK6; D6REB5; P35475	
343	O94778; Q9UIA4; Q8IUU3	
344	A0A024R0T9; P02655; C0JYY4; Q9UNK3; Q9UDE3; Q9BS39	
345	Q08E83; Q6Q786; A3KPE2; P02656	
347734	Q53GA3; Q5T9W1; Q5T9W2; Q96AR6; B4DDU9; B4DDM2; Q8NBK6; F5H7Y9; Q8TB61; Q2VY06; Q7Z2G3	
348	Q9P2S4; B2RC15; A0A0S2Z3D5; C0JYY5; P02649	
349565	Q8N4G1; B3KVR6; Q49AL4; D3DNF2; Q96T66; D3DNF3	
35	B4DUH1; E5KSD5; P16219; E9PE82; P78331	
353	Q68DF9; P07741; Q3KP55; G5E9J2	
358	B5BU39; A0A024RA31; E7EM69; F5GY19; Q8TBI5; P29972; E9PC21; Q8TDC1	
359	P41181; Q9UD68	
36	B4DQ51; P45954; Q5SQN6; Q96CX7; A0A0S2Z3P9	
361	P78564; F1DSG4; P55087; V9PBN7	
3612	A0A140VJL8; B7Z6Q4; J3KQT7; Q9UK71; P29218; B4DLN3; A0A024R830; B2R733	
3613	O14732; B0YJ29; Q9UJT3	
3614	A4D0Z7; Q8N194; B3KNP7; C9JV30; J3KNX8; B3KRZ3; P20839; B4DE09; A4D0Z6; Q96NU2; A6NNI6; B3KVM8; A6NDW5; Q6ZNB1	
3615	Q6LEF3; P12268	
362	Q6FGW8; P55064	
3620	Q540B4; P14902; E5RGR8; F6M9T7	
3628	Q6IBG4; P49441	
3631	O15326; Q13187; Q8TC02; Q96PE3; Q53TD8; D3DVH3	
3632	Q14640; Q14642; D3DXI3; Q5JSF1	
3633	Q6P6D4; Q5VSG9; Q5VSH1; Q658Q5; Q5VSH0; Q86YE1; C9J6U5; Q6PD53; P32019; B3KMW4	
3635	Q13545; Q13544; Q9UE80; Q92835; O00145; Q6P5A4; Q92656	
3636	Q13577; O15357; Q13578; B2RTX5	
3658	Q9UF17; Q59FQ7; Q1HE21; P48200; A8KAC7; E1CJT9; Q8WVK6; H0YKU0; D3DW85; Q13095	
366	H0YK62; O43315; Q9NP32	
37	B3KPA6; O76056; B4DEB6; Q8WUL0; P49748; F5H2A9	
3704	Q5JWH4; Q9H3H8; Q8WWI0; A2A2N2; B2BCH7; Q9BYX0; Q9BY32; A0A0S2Z3W7; A0A0S2Z423; O14878; Q9BYN1; A4UIM5	
3706	P23677; Q8TAN3	
3707	Q96BZ2; P27987; Q5VWL9; Q96JS1; B2R9J0; Q5VWM0; Q9UH47	
3712	P26440; B2RCV5; B3KVI7; Q53XZ9; J3KR54; Q96AF6; A0A0A0MT83	
373156	Q6P4H0; B4DIH1; Q7Z520; Q9Y2Q3; B4DSY2; Q9P1S4; Q6FII1	
374291	Q7LD69; O75251; B3KRI2; Q9BV17; F5H5N1; Q2T9H7	
374569	Q86U10; B9EGQ2; Q8IV80; G3V1Y8	
374907	Q7Z7M8	
375056	Q5JRA6; Q3S4X3; A8MT05; Q5JRA5; Q5JRB1; Q8N8M5; B7Z430; Q14083; A8K2S0; Q92580; Q86Y60; A8MT13; Q5JRB2; Q6UVY8; Q5JRB0	
3764	Q15842; A0A024RAV6; O00657	
376497	A6NIH2; Q6PCB7; B7Z662	
3767	Q8IW96; Q14654; B4DWI4; B2RC52; Q2M1H7; E9PNK0; Q58EX3	
377677	Q8N1Q1	
377841	A2BG17; Q6UVZ0; Q5MY95	
3795	Q9BRJ3; Q6IBK2; Q99532; Q9UMN1; A0A140VJM6; P50053	
38	B2R6H1; A0A140VJX1; G3XAB4; P24752; Q96FG8	
383	Q5JWT6; Q8TE72; Q9BS50; P05089; A6NEA0; Q5JWT5	
384	B2R690; P78540; Q6FHY8; A0A024R6A0	
386757	-	
387775	Q68CJ0; Q63ZE4	
387893	A8K9D0; Q86W83; Q8TD09; Q9NQR1	
389015	Q6AI14; Q69YK0	
39	B7Z233; E1P5B1; Q5TCL7; Q8TDM4; Q9BWD1; Q16146	
3906	A0A080YV01; Q9UDK4; Q6FGX0; P00709	
3931	A0A140VK24; P04180; Q53XQ3	
3938	P09848; Q4ZG58	
3939	D3DQY3; Q6ZNV1; V9HWB9; P00338; F8W819; B4DKQ2; B7Z5E3; Q53G53; Q9UDE8; Q9UDE9; Q6IBM7	
3945	P07195; Q5U077	
3948	Q7Z7J4; A0A140VKA7; P07864; Q6GSG8; D3DQY4	
3988	D3DR29; Q5T771; Q16529; A0A0A0MT32; P38571; B2RBH5; Q53H21; Q5T074; Q96EJ0	
3990	Q99465; A8K9B6; A6H8L5; P11150; A2RUB4; P78529; O43571	
3992	Q53GM5; Q96I39; Q96SV3; Q9NRP8; Q8NCG0; A8K0I7; Q8NCC7; Q96T10; B2RAI0; Q8N3A6; O60427; Q9NYX1; A0A0A0MR51	
4017	Q9Y5Y8; Q53HV3; Q9Y4K0; Q9BW70; B2R5Q0	
4023	Q16282; P06858; B2R5T9; Q16283; Q96FC4	
4025	P22079; A5JUY4; E7EMJ3; Q13408; Q3KNQ2	
4035	Q59FG2; Q07954; Q2PP12; Q8IVG8; Q86SW0	
4036	O00711; Q7Z5C0; P98164; Q16215; Q7Z5C1	
4047	D3DSN0; E9PEI9; B4DJZ9; Q9UEZ1; B2R694; G5E9Q9; P48449; Q8IYL6	
4048	A0A140VK27; Q6IAT6; Q9UCT7; B4DNQ9; F8VV40; P09960	
4051	O60634; Q5U740; Q08477; B7Z8Z3; A0A024R7J8; A0A024R7I2	
4056	Q9UC73; Q8N6P0; Q16873; Q9UD18	
410	B7XD04; Q96CJ0; B4DVI5; P15289; F8WCC8; B2RCA6; Q6ICI5; A0A0C4DFZ2	
411	P15848; A0A024RAJ9; Q8N322; B2RC20; A8K4A0; Q9UDI9	
412	B2RA47; Q0W975; P08842; A6PYA4	
4121	P33908; Q9NU44; E7EU32; Q6P052; Q9UJI3	
4122	A8K1E8; P49641; A6NH12; Q13754	
4123	H3BQY8; Q13358; H3BUT6; H3BMX2; Q9NTJ4; Q68EM8; A0A140VJN9; Q9UL64	
4124	Q16706; Q16767	
4125	Q16680; O00754; Q9BW13; G5E928; Q93094; A8K6A7; O15330	
4126	Q96BC3; Q9NYX9; O00462	
4128	P21397; Q16426; Q49A63; B4DF46; Q53YE7	
4129	P27338; B7Z5H3; B2R6R3; D3DWC3; Q7Z6S2; B7Z242	
4143	Q00266; Q5QP09; D3DWD5	
4144	A8K511; Q53SP5; P31153; B4DN45; D6W5L1; A0A140VJP5	
4166	D3DUK3; Q9GZX3	
4190	P40925; B2R5V5; B7Z3I7; F5H098; B4DUN2; Q6I9V0; V9HWF2	
4191	A8K414; A0A024R4K3; P40926; O43682; B3KTM1; B4DE44; G3XAL0; B2RE78; E9PDB2	
4199	Q16797; Q9UIY4; P48163; Q9BWX8; Q16855; Q5VWA2; Q9H1W3; Q53F72; B4DZ70	
4200	B2R8J2; Q9BYG1; Q9H4B2; Q9BWL6; P23368	
4245	B3KRU8; Q6IBE3; D3DWR1; A8K404; P26572	
4247	B3KQM0; Q10469; B3KPC5	
4248	Q14CK5; Q9UH32; Q09327; A6NGD0; Q6IC49	
4249	Q09328; D3DP70	
4257	P10620; A8K533; G5EA53; A0A024RAX2	
4258	D6RBB5; Q99735; Q7Z5B8	
4259	Q6ICN4; O14880; B2R592; A0A024R8Z1	
427	E9PDS0; Q96AS2; A8K0B6; Q53H01; Q6W898; Q13510	
4284	P30301; Q17R41	
43	Q2M324; Q504V3; Q9BXP7; B7ZKZ0; Q86YX9; A4D2E2; Q53F46; P22303; D6W5X7; Q16169; Q29S23; Q86TM9	
4329	B4DFS8; A0A024R6G4; J3KNU8; Q9UKM8; Q02252; B2R609	
435	E9PE48; P04424; Q96HS2; A0A024RDL8; E7EMI0; Q6LDS5; A0A0S2Z316	
4351	H3BPB8; H3BPP3; A8K8K9; P34949; Q96AB0; B4DW50; F5GX71; E7ENB3; Q8NHZ6	
4353	Q14862; A1L4B8; Q9UCL7; P05164; Q4PJH5	
4357	Q6FHN9; B3KP52; P25325; O75750; A0A140VJX3; A8MZ34; J3KPV7	
4363	P33527; P78419; O43333; Q9UQ99; A3RJX2; Q9UQ97; C9JPJ4; O14819; Q59GI9; Q9UQA0	
438	Q16598; Q5JQ72; X5D784; B2RC33; Q5JQ73; A0A024RBT9; P46597	
440	Q96HD0; P08184; E9PCI3; P08243; B7ZAA9; E9PCX6; D6W5R3; Q15666; Q549T9; A4D1I8; B4DXZ1	
441024	Q9H903; Q6P079; Q8N560	
443	Q6FH48; P45381	
445	Q5T6L4; Q86UZ0; P00966; Q6LDL2; Q96GT4	
4507	I2G7M6; I2G7M8; Q9H010; Q13126; Q5T3P3; I2G7M7; I2G7M5; I2G7N0; I2G7M9	
4512	U5YWV7; P00395; Q34770	
4513	P00403; Q37526; U5Z487	
4514	P00414; Q7GIM7; Q14Y83	
4519	Q9B1A6; Q9B2W0; Q9B2X7; Q9T6H6; Q8HNR4; Q9B1B6; Q9B2V0; Q9B2Z0; Q9TEH4; Q9B2W8; Q9B2X1; Q9B2X9; Q9B2Y3; Q9T9Y0; Q9B1B8; Q9B2W3; Q9B2Z4; P00156; Q8WCY2; Q8WCY7; Q8WCV9; Q0ZFD6; Q34786; Q8HNQ1; Q9B2V8; Q8HBR6; Q8HNQ0; Q8HNQ9; Q8WCY8; Q9B1D4; Q9B1X6; Q8HNR7; Q8W7V8	
4522	P11586; B2R5Y2; G3V2B8; Q86VC9; Q9BVP5	
4524	Q8IU67; A0A0K0K1D6; Q9UQR2; Q5SNW6; Q5SNW9; Q8IU73; F6XU28; B2R7A6; A0A0A6YYS9; Q7Z6M6; P42898; Q59GJ6	
4535	U5Z754; P03886; Q37523; C0JKH6	
4536	Q85L01; Q9TGI3; Q9TGI4; H9LPT2; Q85KS9; Q9TGI0; Q9TGI2; Q85KU4; Q34769; P03891; Q7GXY9; H9LQR7; Q9TGI1	
4537	P03897; Q7GXZ5	
4538	P03905; Q6RQN9; Q6RL39; H9EC08; Q8HNR8	
4539	E2DF98; Q85KV3; Q7GXZ4; P03901; Q85KY5	
4540	Q34773; P03915; U5ZC31; Q8WCY3	
4541	U5Z977; P03923; Q34774; Q8HG30	
4548	Q99723; A9Z1W4; Q99713; Q99707; B9EGF7; A1L4N8; B7ZLW7	
4594	A0A024RD82; A8K953; Q9UD64; B2R6K1; Q96B11; P22033; Q5SYZ3	
4597	P53602; Q53Y65	
4598	B7Z301; F5H8H2; B2RDU6; Q03426	
4668	P17050; A0A024R1Q5	
4669	P54802; A0A140VJE4	
4694	Q6IBB5; O15239	
4695	O43678; Q6IAY8; D6RJD6	
4696	O95167; Q6FGG4	
4697	O00483; Q6FHN5; A0A024R9Z0; A4D109	
4698	Q6IRX7; B2RD98; A0A087WXR5; A0A087X1G1; Q5H9R2; A0A024R745; Q16718	
47	Q13037; Q9BRL0; A0A024R1Y2; Q4LE36; B4DIM0; A0A024R1T9; B4E3P0; P53396	
4700	O43675; P56556; Q6IC39; Q6IBT8; B2RE54; Q6FGW0	
4701	O95182	
4702	B7Z768; Q9Y6N0; B1AM93; P51970	
4704	Q16795; Q2NKX0; Q14076	
4705	O95299; Q8WXC9; A0A024R4B3	
4706	B2R4M1; O14561; Q9UNV1	
4707	O75438; A0AV68	
4708	O95178; Q6FGI6; A4D1T5	
4709	A0A024R413; Q6IB80; O43676	
471	A8K202; Q13856; P31939; V9HWH7; E9PBU3; Q53S28	
4710	O95168; B2RUY3; B9EJC7	
4711	A0A087WYD0; O43674; Q561V6	
4712	A8K0Y7; Q6IB84; O95139; Q5VYT2; A0A087WZX2	
4713	P17568; Q9UI16; Q6ICN9	
4714	Q9UJR4; Q9UQF3; Q5W144; Q5W145; O95169; Q9UG53; A8K0L4; Q5W143	
4715	B2R8M6; E9PH64; Q9UQE8; Q9Y6M9	
4716	A8K761; O96000; Q96II6	
4717	Q3MIJ9; O43677; A8K532	
4718	Q9UBJ9; Q549M5; Q6FIH8; E9PRB2; E9PNU8; A0A024R5K6; O95298	
4719	E5KRK5; P28331; B4DUC1; Q53TR8; Q8N1C4; B4DJA0; E7ENF3; Q8TCC9; B4DIN9; B4DPG1	
4720	O75306; Q969P3; B7Z792; D3DVG7; Q5VTW0; Q9UEV3; J3KPM7	
4722	O75489; B2R9J1; Q9UNQ8; B4DFM8	
4723	P49821; E5KNH5; O60940; Q96BF8; Q96HS7; Q16104; Q6IBR3; O60924	
4724	O43181; Q9BS69; A0A0S2Z433	
4725	O43920; Q6IBA0	
4726	Q6IBC4; O75380	
4728	Q0VDA8; O00217; B2RB86	
4729	P19404; Q9BV41	
4731	Q9HCR5; P56181; A8K0M1; J3KNX7; Q6FGD3; Q8WU60	
4758	Q99519; Q5JQI0	
4759	Q9Y3R4; Q6NTB4; Q3KNW4	
476	F5H3A1; P05023; B7Z2T5; Q16689; B2RBR6; B7Z3U6; Q9UCN1; Q9UJ20; Q9UJ21; Q6LDM4	
477	A0A0S2Z3W6; Q07059; P50993; Q5JW74; D3DVE4; Q86UZ5; Q9UQ25	
478	B7Z2T0; F5H6J6; M0R116; Q16732; P13637; B7Z401; Q16735; Q53ES0; Q969K5	
48	Q9HBB2; P21399; D3DRK7; V9HWB7; Q5VZA7; Q14652	
480	Q13733; Q8TBN8; Q7Z4I9; Q504T2; Q8WXA7; Q8WXH7; Q8WY13	
481	A3KLL5; Q5TGZ3; P05026	
482	P14415; O60444; A0AV17; A8K278; D3DTQ2	
483	B7Z1N7; P54709	
4830	Q6FGK3; Q9UDJ6; Q86XQ2; P15531	
4831	F6XY72; A8MWA3; Q6FHN3; Q6LCT6; Q1WM23; P22392	
4832	Q13232; Q9BWH4	
4833	A2IDD0; O00746; A0A087WVT9; Q5U0M9	
4837	Q6FH49; P40261	
4842	A0PJJ7; E9PH30; O75713; B4DG68; B3VK56; P29475	
4843	O94994; P35228; A1L3U5; B7ZLY2; Q16692; O60757; Q16263; Q4TTS5; Q9UD42	
4846	Q14251; A8KA63; A0S0A6; A0S0A8; A0A0A0MTA6; P29474; E9PFR2; Q13662; Q14434; A0S0A7; Q548C1; Q6GSL5; Q9UDC6; B2RCQ1	
4860	Q5PZ03; P00491; B2R8S5; V9HWH6; D3DS00; Q15160	
4881	Q5SR08; A0A140VJE6; B0ZBF0; P16066; Q6P4Q3	
4882	P20594; D3DRP3; O60871; B0ZBF2; D3DRP4; Q8TA93; Q5TCV2; Q9UQ50; Q4VAK7; B0ZBF3	
4891	O60932; O94801; Q8IUD7; A0A0X8GKR4; B4DK84; O43288; Q96J35; B3KT08; P49281; F5H741; Q498Z5	
490	Q12992; Q12993; Q13819; P20020; Q93082; Q13820; Q13821; Q16504; A0A024RBC7	
4905	A8K2D9; P46459; B4DFA2; Q9UKZ2; Q8N6D7	
4907	O75520; Q6NZX3; B3KQI8; P21589; Q5W116	
491	Q01814; Q4LE63; Q4J699; O00766; Q16818; Q12994; A0A024R2E4; A0A024R2K6	
492	B7WNR8; Q12995; B7WNY5; Q16858; Q16720	
493	P23634; Q13455; Q16817; Q13450; Q13452; B1APW6; A0A024R968; Q7Z3S1; B1APW5	
4942	A0A140VJQ4; P04181; Q6IAV9; Q68CS0; Q9UD03; Q16068; D3DRF0; Q16069	
495	P20648; O00738; Q658V6	
4952	Q5JQF2; Q9UJG5; Q504W7; Q9UMA5; O60800; Q15774; Q5JQF1; B7ZLX2; A6NKI1; Q4VY10; Q01968; A8KAP2; Q4VY09; Q15684	
4953	B4DXF8; P11926; Q6LDS9; Q53TU3	
496	B1B0N8; P51164	
4967	D3DVL0; A0A140VJQ5; Q96DD3; B4E2U9; E9PBM1; Q9UDX0; E9PCR7; E9PDF2; B4E3E9; Q02218	
498	Q96HW2; A8K092; Q9BTV8; Q53XX6; Q96IR6; B4DY56; Q8IXV2; V9HW26; K7ENP3; P25705; Q96FB4	
50	Q99798; Q5JZ41; O75809; Q6FHX0; Q8TAQ6	
5009	Q6B0I1; D3DWB0; Q3KNR1; P00480; A8K9P2; Q9NYJ5	
501	Q9BUL4; F8VS02; B2R669; P49419; B4DIC7; Q6IPU8; O14619; B4DMA0; E7EPT3	
5019	B2R5V2; P55809; B7Z528; A0A024R040	
5033	Q5VSQ6; Q15082; Q15083; C9JL12; P13674; Q5VSQ5	
5034	A0A024R8S5; Q15205; P30037; P32079; P07237; B2RDQ2; Q6LDE5	
5048	Q8WZ88; P43034; B2R7Q7; Q8WZ89	
50484	B4E2N4; Q75PY8; Q9NPD6; Q9NTD8; Q75PQ6; Q75PQ7; Q7LG56; Q9NUW3; Q75PY9; Q17R22; Q86YE3	
50487	Q9NZ20; O95768	
5049	E9PEJ5; E9PLP3; Q6IBR6; O00687; Q29459; A8DPS5; A8DPS7; V9HW44; P68402; A8DPS6	
5050	Q53X88; A0A024R0L6; Q15102	
50506	Q9UHF9; Q9NR02; Q9NRD8; X6RAN8; A8MQ13; D2XI64	
5051	O15458; Q5SY02; D3DPK1; Q99487	
50515	Q9NPF2; A8K4F8; Q9NY36; Q9NXY6; A0A024RBL0	
5052	Q2V576; Q5T154; B5BU26; Q5T155; Q06830; D3DPZ8; P35703	
5053	Q16717; P00439; Q8TC14; A0A024RBG4	
506	P06576; Q14283; V9HW31; A8K4X0	
50614	Q52LR8; Q8NFR1; Q6NT54; J3KNN1; Q9HCQ5	
50617	Q9HBG4; A4D1R4; A8KA80; Q32M47; A0A024R791	
50700	Q9H838; K7ELF7; Q9NYR8	
50808	B4DP58; D3DRI1; Q9H576; Q9NPB4; Q7Z4Y4; Q5VYW6; E7ET30; Q9HC01; Q9UIJ7	
50814	Q15738; D3DWT6; O00344	
509	Q6I9V2; A8KA31; Q5VYP3; P36542; Q8TAS0; Q96AS8	
5091	B4DN00; Q16705; P11498; A0A024R5C5	
5092	P80095; P61457; Q9D930; P70519	
50940	Q53T16; Q14CD1; Q9NY45; Q96S76; Q9HB46; Q9HCR9; Q9GZY7	
5095	Q15979; B4DKY8; Q8WXQ7; P05165; C9JPQ8; B4DPF9	
5096	Q16813; Q96CX0; P05166; B7Z2Z4	
51	A8KAA0; Q15068; F5GYQ8; A8K6X8; B4DK61; Q15067; Q9UD31; Q15101; Q16131; Q12863; Q7Z3W5	
51004	Q96CA1; B7Z3K8; Q96CK2; Q53GG6; A0A0D9SFJ1; Q9Y2Z9; Q86U30	
51005	Q9Y303; B4DL77; Q8WV54	
51022	Q7L1N7; Q9Y3D4; Q3LR69; Q9NS18; Q96JC0	
5105	A8K437; B4DT64; Q9UJD2; Q8TCA3; P35558	
51056	B3KMQ3; Q6P0L6; P28838; Q6IAM6; Q9UQE3	
5106	O43253; Q86U01; A0A0A0MS74; Q16822; Q9BV62; B4DW73	
51071	E9PPM8; Q9Y315; Q53HN9; Q6PHW2	
51079	Q6PKI0; Q9H2L3; Q9Y327; B4DF76; K7EK58; Q9P0J0	
51086	Q6MZS9; Q59H18; Q49AR1; Q17RN0; Q9Y2V6	
51102	Q5SYU2; Q5SYU1; Q9Y373; B3KT72; Q5SYU0; Q9BV79; Q6IBU9	
51109	Q8TC12; Q0QD40; A8K062; B2RB26; Q6IAH5; Q9Y391; A0A0S2Z583; B4DDW0; Q9NRW0; A6NDK3	
51146	Q9UNA3; Q0VDK2; Q0VDK1	
51166	B3KP84; Q4W5N8; Q8N5Z0; Q9UL02	
51179	Q9UJS6; Q2TU86; Q9NYQ3; Q5QP00	
51181	Q7Z4W1; Q9UHY9; Q9BTZ3	
51196	Q1X6H8; A7MBN7; B9EIJ6; Q9HC53; Q5VWL4; Q5VWL5; Q9UHV3; Q9H9X8; Q9P212; A6NLA1; B7ZM61; A6NGW0; Q9HBX6; A8K1D7	
51205	Q6IAQ3; Q9NPH0; X5D289; Q59G61; Q5T490; Q7LG81; Q9UIG6	
51227	B5BU92; D3DSG7; P57054; B2RE99; J3KR75; Q9NZA6; A0A0C4DH71; Q96KI1; B2RB18; Q53Y28	
51251	A0A024RA81; A8K253; Q9UC44; Q9H0P0; Q6IPZ1; Q7L3G6; Q9UC45; Q9P0P5; Q9UC43; B2RAA5; B8ZZC4; Q6NXS6; Q9UC42; A0A090N7U2	
51268	Q9C070; B3KNH0; Q96H28; Q9P0Z9	
51292	Q567T0; H0YNJ6; D3DS66; Q86T14; Q6PKC0; Q9P2T1; Q6IAJ8	
51296	Q9P2X9; Q8IY34	
513	D6W5Y3; Q6FG90; P30049	
5130	A9LYK9; Q86Y88; D3DXB1; C9JNT9; P49585; B4E322	
51301	Q9P109	
51302	Q9NYL5; Q5VTT0; B7Z786; Q96FW5; A0A087WTD2	
5136	Q9C0L3; Q9UFX3; Q9C0L0; Q9C0L1; B7Z7A2; Q9Y633; Q86VZ0; D3DPG5; Q9C0K8; B7Z226; Q9C0L4; P54750; Q9C0K9; Q9C0L2	
5137	B3KPC6; Q8NB10; Q14124; A0A0A0MS69; Q14123; E9PE92	
5138	Q8IW54; B3KRV5; E9PGI1; Q5J792; Q6ZMR1; O00408; B2R646; F6W5Z0; Q5J793; Q5J791	
51380	A8K0U4; Q9Y600; Q86V02; Q9Y601; A0A024RAX7; Q4QQH9; Q9UNJ5; Q96JQ3	
51382	Q9Y5K8; B2RE33; Q9Y688; A0A024R683	
5139	Q17RD1; Q13348; Q14432; O60865	
514	Q53XU6; E1P5H6; P56381; B2RDD0	
5140	A7E2E5; Q14408; O00639; B7ZM37; Q13370; Q6SEI4	
5141	Q8WUQ3; P27815; Q16691; O75522; Q9H3H2; Q5DM53; Q8IVA7; Q16255; Q6PMT2; O76092	
5142	Q68CX5; Q59GM8; Q5TEK5; X5DR82; X5DNX5; Q07343; A5YW33; O15443; Q5TEK6; Q13945; Q5TEK4	
5143	Q9UN44; O43849; B3KTC4; Q9UN46; Q9UPJ6; Q32MM7; Q08493; Q9UN45; Q7KYS4; P78505	
5144	Q96HL4; Q8IV84; Q13549; Q13551; Q7Z2L8; A0A140VJR0; Q13550; Q8IVA9; Q08499; Q8IVD2; O43433; Q9HCX7; Q8IVD3	
51447	B2RCP4; Q6P0N8; Q9BUW3; Q9NT63; Q9UHH9; B4E3G6; A8K3B1; Q9H4P7; G8JLL6; Q9BSZ6; Q9UFU6	
5145	Q0P638; P16499	
5146	A6NCR6; Q5VY29; P51160	
5147	Q6IB24; O43924; O43250; B8ZZK5	
51477	Q9NSU0; Q9BT65; Q9NPH2; Q9NVW7; Q9H2Y2; G5E9U0; Q6NXT5; Q7Z525; A0A140VK73; B3KRT1	
51478	Q5T246; Q5T248; Q9UF00; Q9H9C0; Q8WWS2; A0A024R913; P56937; Q7Z4V9	
5148	A0A0C4DGN0; Q7Z3U8; P18545; Q3KP63	
5149	Q13956; Q52LY7	
515	Q9BRU8; Q9BQ68; P24539; Q08ET0	
5150	Q13946; A8K9G5; A8K436; O15380; A0AVH6; Q96T72	
5151	H0YMZ7; O60658; Q96PD1; Q9UMB7; Q9UMC3; Q96PD0; Q96T71; Q96PC9; Q6P9H3; Q969I1; B3KXE6; A0A024RC53	
5152	A0A0S2Z475; O76083; B2RBI5; Q86SJ3; Q86WN9; O75490; Q86WN3; Q86WN5; Q86WN8; D3DSJ8; O95225; Q86SI6; Q86WP0; O75491; D3DSJ9; Q5QD39; A0A0S2Z4A3; Q86WN7; A0A0S2Z4T6; Q86SF7; Q86WN4; Q86WN6; B4DFI5; Q53Y40	
51529	Q9P0R2; A0A087X1B5; Q9BW64; B7ZW64; Q502X9; A8MTT2; A0A024R8S1; Q9NYG5	
5153	Q01064; Q92825; Q96KP3; A0A024RB59; B3KX78; Q7Z364; B4DK72	
51540	Q59FK2; Q7L670; Q53SN8; A0A0A0MQU4; Q53SN1; B9A068; J3KN06; Q96I15; Q9NVT7; Q9NZR7; B4DDP9	
51550	F5H7P3; F5H8A7; Q9NPF9; A0A024R6M9; Q9BW66	
51557	Q0PVP0; A1L421; Q9NYJ0; Q5TDP6; Q0PVN9	
5158	Q9UD49; B4DHV7; Q53XN5; P35913; B7Z9T9; E7ETT3; Q9BWH5	
516	Q6FIH7; P05496	
